ID,Gender,Race,Side,Blendshape,Rating,Pgender,Prace,ScreenSize
FA001,Female,White,Right,Neutral,1,Female,Asian,medium
FA002,Female,White,Right,Neutral,1,Female,Asian,medium
FA003,Female,White,Right,Neutral,1,Female,Asian,small
FA004,Female,White,Right,Neutral,1,Female,Asian,medium
FA005,Female,White,Right,Neutral,1,Female,Asian,small
FA006,Female,White,Right,Neutral,1,Female,Asian,small
FA007,Female,White,Right,Neutral,2,Female,Asian,medium
FA008,Female,White,Right,Neutral,1,Female,Asian,large
FA009,Female,White,Right,Neutral,2,Female,Asian,medium
FA010,Female,White,Right,Neutral,1,Female,Asian,medium
FA011,Female,White,Right,Neutral,1,Female,Asian,small
FA012,Female,White,Right,Neutral,3,Female,Asian,medium/large
FA013,Female,White,Right,Neutral,1,Female,Asian,medium/large
FA014,Female,White,Right,Neutral,2,Female,Asian,medium
FA015,Female,White,Right,Neutral,1,Female,Asian,medium
FA016,Female,White,Right,Neutral,1,Female,Asian,small
FA017,Female,White,Right,Neutral,1,Female,Asian,medium
FA018,Female,White,Right,Neutral,1,Female,Asian,medium
FA019,Female,White,Right,Neutral,1,Female,Asian,large
FA020,Female,White,Right,Neutral,1,Female,Asian,medium
BA001,Female,White,Right,Neutral,2,Female,Black,medium
BA002,Female,White,Right,Neutral,1,Female,Black,small
BA003,Female,White,Right,Neutral,1,Female,Black,medium
BA004,Female,White,Right,Neutral,1,Female,Black,medium
BA005,Female,White,Right,Neutral,1,Female,Black,small
BA006,Female,White,Right,Neutral,1,Female,Black,medium/large
BA007,Female,White,Right,Neutral,1,Female,Black,large
BA008,Female,White,Right,Neutral,1,Female,Black,medium
BA009,Female,White,Right,Neutral,1,Female,Black,medium
BA010,Female,White,Right,Neutral,1,Female,Black,medium
BA011,Female,White,Right,Neutral,1,Female,Black,medium/large
BA012,Female,White,Right,Neutral,1,Female,Black,medium
BA013,Female,White,Right,Neutral,1,Female,Black,medium
BA014,Female,White,Right,Neutral,1,Female,Black,medium
BA015,Female,White,Right,Neutral,1,Female,Black,medium
BA016,Female,White,Right,Neutral,1,Female,Black,large
BA017,Female,White,Right,Neutral,1,Female,Black,medium
BA018,Female,White,Right,Neutral,1,Female,Black,small
BA019,Female,White,Right,Neutral,1,Female,Black,medium
BA020,Female,White,Right,Neutral,1,Female,Black,medium/large
WA001,Female,White,Right,Neutral,1,Female,White,medium
WA002,Female,White,Right,Neutral,1,Female,White,small
WA003,Female,White,Right,Neutral,1,Female,White,medium
WA004,Female,White,Right,Neutral,1,Female,White,medium/large
WA005,Female,White,Right,Neutral,1,Female,White,medium/large
WA006,Female,White,Right,Neutral,1,Female,White,large
WA007,Female,White,Right,Neutral,1,Female,White,medium
WA008,Female,White,Right,Neutral,1,Female,White,medium
WA009,Female,White,Right,Neutral,1,Female,White,medium/large
WA010,Female,White,Right,Neutral,1,Female,White,medium/large
WA011,Female,White,Right,Neutral,1,Female,White,medium
WA012,Female,White,Right,Neutral,1,Female,White,medium
WA013,Female,White,Right,Neutral,1,Female,White,medium
WA014,Female,White,Right,Neutral,2,Female,White,medium
WA015,Female,White,Right,Neutral,1,Female,White,medium
WA016,Female,White,Right,Neutral,1,Female,White,large
WA017,Female,White,Right,Neutral,2,Female,White,medium/large
WA018,Female,White,Right,Neutral,1,Female,White,medium
WA019,Female,White,Right,Neutral,1,Female,White,medium
WA020,Female,White,Right,Neutral,1,Female,White,medium
MA001,Female,White,Right,Neutral,1,Male,Asian,medium
MA002,Female,White,Right,Neutral,1,Male,Asian,large
MA003,Female,White,Right,Neutral,1,Male,Asian,medium/large
MA004,Female,White,Right,Neutral,1,Male,Asian,large
MA005,Female,White,Right,Neutral,1,Male,Asian,large
MA006,Female,White,Right,Neutral,1,Male,Asian,medium
MA007,Female,White,Right,Neutral,5,Male,Asian,medium
MA008,Female,White,Right,Neutral,5,Male,Asian,medium
MA009,Female,White,Right,Neutral,5,Male,Asian,medium
MA010,Female,White,Right,Neutral,3,Male,Asian,small
MA011,Female,White,Right,Neutral,4,Male,Asian,small
MA012,Female,White,Right,Neutral,5,Male,Asian,medium/large
MA013,Female,White,Right,Neutral,5,Male,Asian,medium
MA014,Female,White,Right,Neutral,4,Male,Asian,small
MA015,Female,White,Right,Neutral,4,Male,Asian,medium/large
MA016,Female,White,Right,Neutral,5,Male,Asian,small
MA017,Female,White,Right,Neutral,5,Male,Asian,medium
MA018,Female,White,Right,Neutral,5,Male,Asian,medium
MA019,Female,White,Right,Neutral,5,Male,Asian,medium/large
MA020,Female,White,Right,Neutral,5,Male,Asian,medium
MBA001,Female,White,Right,Neutral,4,Male,Black,medium/large
MBA002,Female,White,Right,Neutral,4,Male,Black,small
MBA003,Female,White,Right,Neutral,4,Male,Black,medium
MBA004,Female,White,Right,Neutral,5,Male,Black,small
MBA005,Female,White,Right,Neutral,2,Male,Black,small
MBA006,Female,White,Right,Neutral,5,Male,Black,medium
MBA007,Female,White,Right,Neutral,3,Male,Black,medium/large
MBA008,Female,White,Right,Neutral,2,Male,Black,medium
MBA009,Female,White,Right,Neutral,2,Male,Black,medium/large
MBA010,Female,White,Right,Neutral,5,Male,Black,medium/large
MBA011,Female,White,Right,Neutral,3,Male,Black,large
MBA012,Female,White,Right,Neutral,2,Male,Black,large
MBA013,Female,White,Right,Neutral,5,Male,Black,medium
MBA014,Female,White,Right,Neutral,5,Male,Black,medium
MBA015,Female,White,Right,Neutral,5,Male,Black,medium
MBA016,Female,White,Right,Neutral,3,Male,Black,medium
MBA017,Female,White,Right,Neutral,2,Male,Black,medium
MBA018,Female,White,Right,Neutral,5,Male,Black,medium
MBA019,Female,White,Right,Neutral,2,Male,Black,medium
MBA020,Female,White,Right,Neutral,3,Male,Black,large
MWA001,Female,White,Right,Neutral,2,Male,White,medium
MWA002,Female,White,Right,Neutral,1,Male,White,medium
MWA003,Female,White,Right,Neutral,5,Male,White,medium
MWA004,Female,White,Right,Neutral,5,Male,White,medium
MWA005,Female,White,Right,Neutral,5,Male,White,medium
MWA006,Female,White,Right,Neutral,5,Male,White,medium
MWA007,Female,White,Right,Neutral,5,Male,White,medium/large
MWA008,Female,White,Right,Neutral,3,Male,White,medium/large
MWA009,Female,White,Right,Neutral,2,Male,White,large
MWA010,Female,White,Right,Neutral,3,Male,White,medium
MWA011,Female,White,Right,Neutral,2,Male,White,medium/large
MWA012,Female,White,Right,Neutral,2,Male,White,small
MWA013,Female,White,Right,Neutral,3,Male,White,medium
MWA014,Female,White,Right,Neutral,4,Male,White,medium/large
MWA015,Female,White,Right,Neutral,2,Male,White,large
MWA016,Female,White,Right,Neutral,5,Male,White,large
MWA017,Female,White,Right,Neutral,5,Male,White,medium
MWA018,Female,White,Right,Neutral,3,Male,White,medium/large
MWA019,Female,White,Right,Neutral,3,Male,White,medium/large
MWA020,Female,White,Right,Neutral,2,Male,White,large
FA001,Female,White,Right,Eyes Closed,5,Female,Asian,medium
FA002,Female,White,Right,Eyes Closed,5,Female,Asian,medium
FA003,Female,White,Right,Eyes Closed,5,Female,Asian,small
FA004,Female,White,Right,Eyes Closed,3,Female,Asian,medium
FA005,Female,White,Right,Eyes Closed,4,Female,Asian,small
FA006,Female,White,Right,Eyes Closed,5,Female,Asian,small
FA007,Female,White,Right,Eyes Closed,5,Female,Asian,medium
FA008,Female,White,Right,Eyes Closed,4,Female,Asian,large
FA009,Female,White,Right,Eyes Closed,4,Female,Asian,medium
FA010,Female,White,Right,Eyes Closed,5,Female,Asian,medium
FA011,Female,White,Right,Eyes Closed,5,Female,Asian,small
FA012,Female,White,Right,Eyes Closed,5,Female,Asian,medium/large
FA013,Female,White,Right,Eyes Closed,5,Female,Asian,medium/large
FA014,Female,White,Right,Eyes Closed,5,Female,Asian,medium
FA015,Female,White,Right,Eyes Closed,4,Female,Asian,medium
FA016,Female,White,Right,Eyes Closed,4,Female,Asian,small
FA017,Female,White,Right,Eyes Closed,4,Female,Asian,medium
FA018,Female,White,Right,Eyes Closed,5,Female,Asian,medium
FA019,Female,White,Right,Eyes Closed,2,Female,Asian,large
FA020,Female,White,Right,Eyes Closed,5,Female,Asian,medium
BA001,Female,White,Right,Eyes Closed,3,Female,Black,medium
BA002,Female,White,Right,Eyes Closed,2,Female,Black,small
BA003,Female,White,Right,Eyes Closed,2,Female,Black,medium
BA004,Female,White,Right,Eyes Closed,5,Female,Black,medium
BA005,Female,White,Right,Eyes Closed,3,Female,Black,small
BA006,Female,White,Right,Eyes Closed,2,Female,Black,medium/large
BA007,Female,White,Right,Eyes Closed,5,Female,Black,large
BA008,Female,White,Right,Eyes Closed,5,Female,Black,medium
BA009,Female,White,Right,Eyes Closed,5,Female,Black,medium
BA010,Female,White,Right,Eyes Closed,3,Female,Black,medium
BA011,Female,White,Right,Eyes Closed,2,Female,Black,medium/large
BA012,Female,White,Right,Eyes Closed,5,Female,Black,medium
BA013,Female,White,Right,Eyes Closed,2,Female,Black,medium
BA014,Female,White,Right,Eyes Closed,3,Female,Black,medium
BA015,Female,White,Right,Eyes Closed,2,Female,Black,medium
BA016,Female,White,Right,Eyes Closed,1,Female,Black,large
BA017,Female,White,Right,Eyes Closed,5,Female,Black,medium
BA018,Female,White,Right,Eyes Closed,5,Female,Black,small
BA019,Female,White,Right,Eyes Closed,5,Female,Black,medium
BA020,Female,White,Right,Eyes Closed,5,Female,Black,medium/large
WA001,Female,White,Right,Eyes Closed,5,Female,White,medium
WA002,Female,White,Right,Eyes Closed,3,Female,White,small
WA003,Female,White,Right,Eyes Closed,2,Female,White,medium
WA004,Female,White,Right,Eyes Closed,3,Female,White,medium/large
WA005,Female,White,Right,Eyes Closed,2,Female,White,medium/large
WA006,Female,White,Right,Eyes Closed,2,Female,White,large
WA007,Female,White,Right,Eyes Closed,3,Female,White,medium
WA008,Female,White,Right,Eyes Closed,4,Female,White,medium
WA009,Female,White,Right,Eyes Closed,2,Female,White,medium/large
WA010,Female,White,Right,Eyes Closed,5,Female,White,medium/large
WA011,Female,White,Right,Eyes Closed,5,Female,White,medium
WA012,Female,White,Right,Eyes Closed,3,Female,White,medium
WA013,Female,White,Right,Eyes Closed,3,Female,White,medium
WA014,Female,White,Right,Eyes Closed,2,Female,White,medium
WA015,Female,White,Right,Eyes Closed,4,Female,White,medium
WA016,Female,White,Right,Eyes Closed,3,Female,White,large
WA017,Female,White,Right,Eyes Closed,3,Female,White,medium/large
WA018,Female,White,Right,Eyes Closed,3,Female,White,medium
WA019,Female,White,Right,Eyes Closed,4,Female,White,medium
WA020,Female,White,Right,Eyes Closed,2,Female,White,medium
MA001,Female,White,Right,Eyes Closed,5,Male,Asian,medium
MA002,Female,White,Right,Eyes Closed,5,Male,Asian,large
MA003,Female,White,Right,Eyes Closed,5,Male,Asian,medium/large
MA004,Female,White,Right,Eyes Closed,5,Male,Asian,large
MA005,Female,White,Right,Eyes Closed,2,Male,Asian,large
MA006,Female,White,Right,Eyes Closed,5,Male,Asian,medium
MA007,Female,White,Right,Eyes Closed,5,Male,Asian,medium
MA008,Female,White,Right,Eyes Closed,4,Male,Asian,medium
MA009,Female,White,Right,Eyes Closed,3,Male,Asian,medium
MA010,Female,White,Right,Eyes Closed,2,Male,Asian,small
MA011,Female,White,Right,Eyes Closed,5,Male,Asian,small
MA012,Female,White,Right,Eyes Closed,5,Male,Asian,medium/large
MA013,Female,White,Right,Eyes Closed,4,Male,Asian,medium
MA014,Female,White,Right,Eyes Closed,4,Male,Asian,small
MA015,Female,White,Right,Eyes Closed,5,Male,Asian,medium/large
MA016,Female,White,Right,Eyes Closed,2,Male,Asian,small
MA017,Female,White,Right,Eyes Closed,5,Male,Asian,medium
MA018,Female,White,Right,Eyes Closed,5,Male,Asian,medium
MA019,Female,White,Right,Eyes Closed,5,Male,Asian,medium/large
MA020,Female,White,Right,Eyes Closed,2,Male,Asian,medium
MBA001,Female,White,Right,Eyes Closed,2,Male,Black,medium/large
MBA002,Female,White,Right,Eyes Closed,5,Male,Black,small
MBA003,Female,White,Right,Eyes Closed,2,Male,Black,medium
MBA004,Female,White,Right,Eyes Closed,2,Male,Black,small
MBA005,Female,White,Right,Eyes Closed,4,Male,Black,small
MBA006,Female,White,Right,Eyes Closed,5,Male,Black,medium
MBA007,Female,White,Right,Eyes Closed,2,Male,Black,medium/large
MBA008,Female,White,Right,Eyes Closed,4,Male,Black,medium
MBA009,Female,White,Right,Eyes Closed,5,Male,Black,medium/large
MBA010,Female,White,Right,Eyes Closed,4,Male,Black,medium/large
MBA011,Female,White,Right,Eyes Closed,4,Male,Black,large
MBA012,Female,White,Right,Eyes Closed,4,Male,Black,large
MBA013,Female,White,Right,Eyes Closed,5,Male,Black,medium
MBA014,Female,White,Right,Eyes Closed,4,Male,Black,medium
MBA015,Female,White,Right,Eyes Closed,5,Male,Black,medium
MBA016,Female,White,Right,Eyes Closed,5,Male,Black,medium
MBA017,Female,White,Right,Eyes Closed,5,Male,Black,medium
MBA018,Female,White,Right,Eyes Closed,5,Male,Black,medium
MBA019,Female,White,Right,Eyes Closed,5,Male,Black,medium
MBA020,Female,White,Right,Eyes Closed,4,Male,Black,large
MWA001,Female,White,Right,Eyes Closed,5,Male,White,medium
MWA002,Female,White,Right,Eyes Closed,2,Male,White,medium
MWA003,Female,White,Right,Eyes Closed,5,Male,White,medium
MWA004,Female,White,Right,Eyes Closed,2,Male,White,medium
MWA005,Female,White,Right,Eyes Closed,5,Male,White,medium
MWA006,Female,White,Right,Eyes Closed,3,Male,White,medium
MWA007,Female,White,Right,Eyes Closed,2,Male,White,medium/large
MWA008,Female,White,Right,Eyes Closed,5,Male,White,medium/large
MWA009,Female,White,Right,Eyes Closed,4,Male,White,large
MWA010,Female,White,Right,Eyes Closed,3,Male,White,medium
MWA011,Female,White,Right,Eyes Closed,5,Male,White,medium/large
MWA012,Female,White,Right,Eyes Closed,4,Male,White,small
MWA013,Female,White,Right,Eyes Closed,1,Male,White,medium
MWA014,Female,White,Right,Eyes Closed,5,Male,White,medium/large
MWA015,Female,White,Right,Eyes Closed,5,Male,White,large
MWA016,Female,White,Right,Eyes Closed,5,Male,White,large
MWA017,Female,White,Right,Eyes Closed,3,Male,White,medium
MWA018,Female,White,Right,Eyes Closed,5,Male,White,medium/large
MWA019,Female,White,Right,Eyes Closed,5,Male,White,medium/large
MWA020,Female,White,Right,Eyes Closed,4,Male,White,large
FA001,Female,White,Right,Frown,4,Female,Asian,medium
FA002,Female,White,Right,Frown,4,Female,Asian,medium
FA003,Female,White,Right,Frown,3,Female,Asian,small
FA004,Female,White,Right,Frown,1,Female,Asian,medium
FA005,Female,White,Right,Frown,4,Female,Asian,small
FA006,Female,White,Right,Frown,2,Female,Asian,small
FA007,Female,White,Right,Frown,2,Female,Asian,medium
FA008,Female,White,Right,Frown,3,Female,Asian,large
FA009,Female,White,Right,Frown,2,Female,Asian,medium
FA010,Female,White,Right,Frown,4,Female,Asian,medium
FA011,Female,White,Right,Frown,3,Female,Asian,small
FA012,Female,White,Right,Frown,2,Female,Asian,medium/large
FA013,Female,White,Right,Frown,3,Female,Asian,medium/large
FA014,Female,White,Right,Frown,4,Female,Asian,medium
FA015,Female,White,Right,Frown,2,Female,Asian,medium
FA016,Female,White,Right,Frown,4,Female,Asian,small
FA017,Female,White,Right,Frown,3,Female,Asian,medium
FA018,Female,White,Right,Frown,4,Female,Asian,medium
FA019,Female,White,Right,Frown,1,Female,Asian,large
FA020,Female,White,Right,Frown,5,Female,Asian,medium
BA001,Female,White,Right,Frown,3,Female,Black,medium
BA002,Female,White,Right,Frown,1,Female,Black,small
BA003,Female,White,Right,Frown,2,Female,Black,medium
BA004,Female,White,Right,Frown,4,Female,Black,medium
BA005,Female,White,Right,Frown,2,Female,Black,small
BA006,Female,White,Right,Frown,2,Female,Black,medium/large
BA007,Female,White,Right,Frown,3,Female,Black,large
BA008,Female,White,Right,Frown,3,Female,Black,medium
BA009,Female,White,Right,Frown,1,Female,Black,medium
BA010,Female,White,Right,Frown,1,Female,Black,medium
BA011,Female,White,Right,Frown,1,Female,Black,medium/large
BA012,Female,White,Right,Frown,1,Female,Black,medium
BA013,Female,White,Right,Frown,2,Female,Black,medium
BA014,Female,White,Right,Frown,2,Female,Black,medium
BA015,Female,White,Right,Frown,3,Female,Black,medium
BA016,Female,White,Right,Frown,2,Female,Black,large
BA017,Female,White,Right,Frown,4,Female,Black,medium
BA018,Female,White,Right,Frown,3,Female,Black,small
BA019,Female,White,Right,Frown,3,Female,Black,medium
BA020,Female,White,Right,Frown,3,Female,Black,medium/large
WA001,Female,White,Right,Frown,3,Female,White,medium
WA002,Female,White,Right,Frown,3,Female,White,small
WA003,Female,White,Right,Frown,2,Female,White,medium
WA004,Female,White,Right,Frown,1,Female,White,medium/large
WA005,Female,White,Right,Frown,4,Female,White,medium/large
WA006,Female,White,Right,Frown,2,Female,White,large
WA007,Female,White,Right,Frown,3,Female,White,medium
WA008,Female,White,Right,Frown,2,Female,White,medium
WA009,Female,White,Right,Frown,2,Female,White,medium/large
WA010,Female,White,Right,Frown,2,Female,White,medium/large
WA011,Female,White,Right,Frown,1,Female,White,medium
WA012,Female,White,Right,Frown,2,Female,White,medium
WA013,Female,White,Right,Frown,2,Female,White,medium
WA014,Female,White,Right,Frown,1,Female,White,medium
WA015,Female,White,Right,Frown,1,Female,White,medium
WA016,Female,White,Right,Frown,2,Female,White,large
WA017,Female,White,Right,Frown,2,Female,White,medium/large
WA018,Female,White,Right,Frown,2,Female,White,medium
WA019,Female,White,Right,Frown,3,Female,White,medium
WA020,Female,White,Right,Frown,2,Female,White,medium
MA001,Female,White,Right,Frown,5,Male,Asian,medium
MA002,Female,White,Right,Frown,2,Male,Asian,large
MA003,Female,White,Right,Frown,2,Male,Asian,medium/large
MA004,Female,White,Right,Frown,2,Male,Asian,large
MA005,Female,White,Right,Frown,2,Male,Asian,large
MA006,Female,White,Right,Frown,2,Male,Asian,medium
MA007,Female,White,Right,Frown,2,Male,Asian,medium
MA008,Female,White,Right,Frown,2,Male,Asian,medium
MA009,Female,White,Right,Frown,1,Male,Asian,medium
MA010,Female,White,Right,Frown,4,Male,Asian,small
MA011,Female,White,Right,Frown,3,Male,Asian,small
MA012,Female,White,Right,Frown,2,Male,Asian,medium/large
MA013,Female,White,Right,Frown,1,Male,Asian,medium
MA014,Female,White,Right,Frown,1,Male,Asian,small
MA015,Female,White,Right,Frown,1,Male,Asian,medium/large
MA016,Female,White,Right,Frown,1,Male,Asian,small
MA017,Female,White,Right,Frown,1,Male,Asian,medium
MA018,Female,White,Right,Frown,2,Male,Asian,medium
MA019,Female,White,Right,Frown,3,Male,Asian,medium/large
MA020,Female,White,Right,Frown,3,Male,Asian,medium
MBA001,Female,White,Right,Frown,3,Male,Black,medium/large
MBA002,Female,White,Right,Frown,2,Male,Black,small
MBA003,Female,White,Right,Frown,2,Male,Black,medium
MBA004,Female,White,Right,Frown,3,Male,Black,small
MBA005,Female,White,Right,Frown,1,Male,Black,small
MBA006,Female,White,Right,Frown,2,Male,Black,medium
MBA007,Female,White,Right,Frown,2,Male,Black,medium/large
MBA008,Female,White,Right,Frown,3,Male,Black,medium
MBA009,Female,White,Right,Frown,2,Male,Black,medium/large
MBA010,Female,White,Right,Frown,3,Male,Black,medium/large
MBA011,Female,White,Right,Frown,4,Male,Black,large
MBA012,Female,White,Right,Frown,2,Male,Black,large
MBA013,Female,White,Right,Frown,1,Male,Black,medium
MBA014,Female,White,Right,Frown,2,Male,Black,medium
MBA015,Female,White,Right,Frown,1,Male,Black,medium
MBA016,Female,White,Right,Frown,4,Male,Black,medium
MBA017,Female,White,Right,Frown,2,Male,Black,medium
MBA018,Female,White,Right,Frown,2,Male,Black,medium
MBA019,Female,White,Right,Frown,2,Male,Black,medium
MBA020,Female,White,Right,Frown,1,Male,Black,large
MWA001,Female,White,Right,Frown,3,Male,White,medium
MWA002,Female,White,Right,Frown,1,Male,White,medium
MWA003,Female,White,Right,Frown,2,Male,White,medium
MWA004,Female,White,Right,Frown,4,Male,White,medium
MWA005,Female,White,Right,Frown,3,Male,White,medium
MWA006,Female,White,Right,Frown,2,Male,White,medium
MWA007,Female,White,Right,Frown,3,Male,White,medium/large
MWA008,Female,White,Right,Frown,2,Male,White,medium/large
MWA009,Female,White,Right,Frown,1,Male,White,large
MWA010,Female,White,Right,Frown,2,Male,White,medium
MWA011,Female,White,Right,Frown,2,Male,White,medium/large
MWA012,Female,White,Right,Frown,1,Male,White,small
MWA013,Female,White,Right,Frown,1,Male,White,medium
MWA014,Female,White,Right,Frown,3,Male,White,medium/large
MWA015,Female,White,Right,Frown,2,Male,White,large
MWA016,Female,White,Right,Frown,1,Male,White,large
MWA017,Female,White,Right,Frown,2,Male,White,medium
MWA018,Female,White,Right,Frown,2,Male,White,medium/large
MWA019,Female,White,Right,Frown,2,Male,White,medium/large
MWA020,Female,White,Right,Frown,2,Male,White,large
FA001,Female,White,Right,Eyebrows Up,4,Female,Asian,medium
FA002,Female,White,Right,Eyebrows Up,4,Female,Asian,medium
FA003,Female,White,Right,Eyebrows Up,2,Female,Asian,small
FA004,Female,White,Right,Eyebrows Up,3,Female,Asian,medium
FA005,Female,White,Right,Eyebrows Up,3,Female,Asian,small
FA006,Female,White,Right,Eyebrows Up,3,Female,Asian,small
FA007,Female,White,Right,Eyebrows Up,3,Female,Asian,medium
FA008,Female,White,Right,Eyebrows Up,3,Female,Asian,large
FA009,Female,White,Right,Eyebrows Up,3,Female,Asian,medium
FA010,Female,White,Right,Eyebrows Up,3,Female,Asian,medium
FA011,Female,White,Right,Eyebrows Up,5,Female,Asian,small
FA012,Female,White,Right,Eyebrows Up,2,Female,Asian,medium/large
FA013,Female,White,Right,Eyebrows Up,3,Female,Asian,medium/large
FA014,Female,White,Right,Eyebrows Up,4,Female,Asian,medium
FA015,Female,White,Right,Eyebrows Up,2,Female,Asian,medium
FA016,Female,White,Right,Eyebrows Up,5,Female,Asian,small
FA017,Female,White,Right,Eyebrows Up,4,Female,Asian,medium
FA018,Female,White,Right,Eyebrows Up,2,Female,Asian,medium
FA019,Female,White,Right,Eyebrows Up,2,Female,Asian,large
FA020,Female,White,Right,Eyebrows Up,5,Female,Asian,medium
BA001,Female,White,Right,Eyebrows Up,4,Female,Black,medium
BA002,Female,White,Right,Eyebrows Up,3,Female,Black,small
BA003,Female,White,Right,Eyebrows Up,3,Female,Black,medium
BA004,Female,White,Right,Eyebrows Up,4,Female,Black,medium
BA005,Female,White,Right,Eyebrows Up,2,Female,Black,small
BA006,Female,White,Right,Eyebrows Up,2,Female,Black,medium/large
BA007,Female,White,Right,Eyebrows Up,5,Female,Black,large
BA008,Female,White,Right,Eyebrows Up,2,Female,Black,medium
BA009,Female,White,Right,Eyebrows Up,5,Female,Black,medium
BA010,Female,White,Right,Eyebrows Up,4,Female,Black,medium
BA011,Female,White,Right,Eyebrows Up,3,Female,Black,medium/large
BA012,Female,White,Right,Eyebrows Up,1,Female,Black,medium
BA013,Female,White,Right,Eyebrows Up,3,Female,Black,medium
BA014,Female,White,Right,Eyebrows Up,3,Female,Black,medium
BA015,Female,White,Right,Eyebrows Up,3,Female,Black,medium
BA016,Female,White,Right,Eyebrows Up,3,Female,Black,large
BA017,Female,White,Right,Eyebrows Up,5,Female,Black,medium
BA018,Female,White,Right,Eyebrows Up,3,Female,Black,small
BA019,Female,White,Right,Eyebrows Up,4,Female,Black,medium
BA020,Female,White,Right,Eyebrows Up,3,Female,Black,medium/large
WA001,Female,White,Right,Eyebrows Up,3,Female,White,medium
WA002,Female,White,Right,Eyebrows Up,4,Female,White,small
WA003,Female,White,Right,Eyebrows Up,3,Female,White,medium
WA004,Female,White,Right,Eyebrows Up,2,Female,White,medium/large
WA005,Female,White,Right,Eyebrows Up,4,Female,White,medium/large
WA006,Female,White,Right,Eyebrows Up,3,Female,White,large
WA007,Female,White,Right,Eyebrows Up,5,Female,White,medium
WA008,Female,White,Right,Eyebrows Up,3,Female,White,medium
WA009,Female,White,Right,Eyebrows Up,2,Female,White,medium/large
WA010,Female,White,Right,Eyebrows Up,2,Female,White,medium/large
WA011,Female,White,Right,Eyebrows Up,4,Female,White,medium
WA012,Female,White,Right,Eyebrows Up,3,Female,White,medium
WA013,Female,White,Right,Eyebrows Up,2,Female,White,medium
WA014,Female,White,Right,Eyebrows Up,2,Female,White,medium
WA015,Female,White,Right,Eyebrows Up,4,Female,White,medium
WA016,Female,White,Right,Eyebrows Up,4,Female,White,large
WA017,Female,White,Right,Eyebrows Up,2,Female,White,medium/large
WA018,Female,White,Right,Eyebrows Up,2,Female,White,medium
WA019,Female,White,Right,Eyebrows Up,2,Female,White,medium
WA020,Female,White,Right,Eyebrows Up,2,Female,White,medium
MA001,Female,White,Right,Eyebrows Up,5,Male,Asian,medium
MA002,Female,White,Right,Eyebrows Up,3,Male,Asian,large
MA003,Female,White,Right,Eyebrows Up,3,Male,Asian,medium/large
MA004,Female,White,Right,Eyebrows Up,3,Male,Asian,large
MA005,Female,White,Right,Eyebrows Up,1,Male,Asian,large
MA006,Female,White,Right,Eyebrows Up,3,Male,Asian,medium
MA007,Female,White,Right,Eyebrows Up,5,Male,Asian,medium
MA008,Female,White,Right,Eyebrows Up,4,Male,Asian,medium
MA009,Female,White,Right,Eyebrows Up,4,Male,Asian,medium
MA010,Female,White,Right,Eyebrows Up,5,Male,Asian,small
MA011,Female,White,Right,Eyebrows Up,4,Male,Asian,small
MA012,Female,White,Right,Eyebrows Up,5,Male,Asian,medium/large
MA013,Female,White,Right,Eyebrows Up,3,Male,Asian,medium
MA014,Female,White,Right,Eyebrows Up,2,Male,Asian,small
MA015,Female,White,Right,Eyebrows Up,3,Male,Asian,medium/large
MA016,Female,White,Right,Eyebrows Up,1,Male,Asian,small
MA017,Female,White,Right,Eyebrows Up,4,Male,Asian,medium
MA018,Female,White,Right,Eyebrows Up,3,Male,Asian,medium
MA019,Female,White,Right,Eyebrows Up,4,Male,Asian,medium/large
MA020,Female,White,Right,Eyebrows Up,2,Male,Asian,medium
MBA001,Female,White,Right,Eyebrows Up,4,Male,Black,medium/large
MBA002,Female,White,Right,Eyebrows Up,3,Male,Black,small
MBA003,Female,White,Right,Eyebrows Up,4,Male,Black,medium
MBA004,Female,White,Right,Eyebrows Up,3,Male,Black,small
MBA005,Female,White,Right,Eyebrows Up,1,Male,Black,small
MBA006,Female,White,Right,Eyebrows Up,4,Male,Black,medium
MBA007,Female,White,Right,Eyebrows Up,2,Male,Black,medium/large
MBA008,Female,White,Right,Eyebrows Up,3,Male,Black,medium
MBA009,Female,White,Right,Eyebrows Up,4,Male,Black,medium/large
MBA010,Female,White,Right,Eyebrows Up,3,Male,Black,medium/large
MBA011,Female,White,Right,Eyebrows Up,5,Male,Black,large
MBA012,Female,White,Right,Eyebrows Up,3,Male,Black,large
MBA013,Female,White,Right,Eyebrows Up,2,Male,Black,medium
MBA014,Female,White,Right,Eyebrows Up,3,Male,Black,medium
MBA015,Female,White,Right,Eyebrows Up,5,Male,Black,medium
MBA016,Female,White,Right,Eyebrows Up,5,Male,Black,medium
MBA017,Female,White,Right,Eyebrows Up,3,Male,Black,medium
MBA018,Female,White,Right,Eyebrows Up,2,Male,Black,medium
MBA019,Female,White,Right,Eyebrows Up,5,Male,Black,medium
MBA020,Female,White,Right,Eyebrows Up,4,Male,Black,large
MWA001,Female,White,Right,Eyebrows Up,5,Male,White,medium
MWA002,Female,White,Right,Eyebrows Up,2,Male,White,medium
MWA003,Female,White,Right,Eyebrows Up,3,Male,White,medium
MWA004,Female,White,Right,Eyebrows Up,2,Male,White,medium
MWA005,Female,White,Right,Eyebrows Up,5,Male,White,medium
MWA006,Female,White,Right,Eyebrows Up,3,Male,White,medium
MWA007,Female,White,Right,Eyebrows Up,4,Male,White,medium/large
